name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1329,2016,220000.0,40000,4,1,1,3
772,2013,184000.0,15000,4,1,1,3
2409,2002,210000.0,275000,1,1,1,4
945,2017,440000.0,50000,4,1,1,5
955,2017,650000.0,80000,1,1,1,3
1230,2017,660000.0,50000,1,1,0,3
1454,2017,380000.0,30000,0,1,1,3
2289,2012,415000.0,125000,1,1,1,5
908,2012,225000.0,110000,4,1,1,3
1473,2013,600000.0,30000,1,1,1,5
1481,2014,620000.0,148000,1,1,1,5
1228,2016,750000.0,35000,1,1,1,3
735,2016,400000.0,80000,4,1,1,5
1696,2005,110000.0,110000,4,1,1,3
2078,2012,119000.0,95000,1,1,1,5
469,2015,600000.0,25000,1,1,1,3
1744,2011,200000.0,80000,0,1,1,3
2267,2014,280000.0,60000,1,1,1,5
1979,2013,375000.0,100000,4,1,1,3
204,2016,350000.0,50000,4,1,1,3
884,2017,620000.0,31000,1,1,1,3
1610,2017,570000.0,120000,1,1,1,3
1612,2012,290000.0,105000,1,1,1,5
1472,2016,711000.0,120000,1,1,1,3
1642,2012,370000.0,60000,1,1,1,3
1446,2020,550000.0,15000,4,1,1,3
1651,2013,325000.0,150000,4,1,1,5
478,2018,670000.0,93000,1,1,1,3
908,2017,385000.0,42000,4,1,1,5
781,2008,114999.0,80000,4,1,1,5
781,2010,200000.0,90000,4,1,1,3
1677,2019,860000.0,6500,1,1,0,3
1376,2018,600000.0,60000,1,1,1,3
1354,2016,265000.0,110000,4,1,1,3
2046,2015,155000.0,60000,0,1,1,5
1546,2019,900000.0,60000,1,1,1,3
1473,2013,650000.0,170000,1,1,1,7
1317,2004,70000.0,220000,4,1,1,5
1334,2012,180000.0,80000,4,1,1,3
672,2013,200000.0,57000,4,1,1,3
908,2014,300000.0,100000,4,1,1,3
839,2015,650000.0,40000,4,1,1,3
742,2014,400000.0,90000,4,1,1,5
1293,2012,310000.0,86000,1,1,1,3
2140,2009,70000.0,15000,4,1,1,3
1041,2017,675000.0,70000,1,1,1,5
271,2013,350000.0,120000,4,1,1,3
1354,2014,240000.0,80000,4,1,1,5
2092,2014,185000.0,80000,1,1,1,5
1362,2009,135000.0,100000,4,1,1,3
829,2011,500000.0,80000,1,1,1,3
2166,2010,300000.0,108957,1,1,1,3
2228,2017,328000.0,68000,4,1,1,5
1307,2015,575000.0,110000,1,1,1,5
1302,2012,700000.0,50000,1,1,1,3
1708,2008,105000.0,100000,4,1,1,7
1308,2008,60000.0,80000,4,1,1,5
1364,2008,112999.0,80000,4,1,1,7
2078,2015,229999.0,120000,1,1,1,5
395,2012,325000.0,150000,1,1,1,3
926,2017,650000.0,20000,4,1,1,3
2108,2009,85000.0,80000,1,1,1,5
608,2015,570000.0,93000,1,1,1,5
1643,2015,525000.0,134000,1,1,1,3
977,2013,350000.0,90000,4,1,1,5
1659,2007,250000.0,60000,4,1,1,3
1288,2010,300000.0,120000,1,1,1,5
1008,2017,1325000.0,30000,1,1,1,3
940,2017,650000.0,22200,1,1,1,3
724,2018,520000.0,6000,4,1,1,3
1656,2016,500000.0,32000,4,1,1,3
1902,2016,220000.0,90000,4,1,1,3
1413,2017,650000.0,78000,1,1,1,7
618,2017,819999.0,12000,4,1,1,3
1873,2016,645000.0,120000,1,1,1,3
1470,2015,780000.0,40000,1,1,1,3
530,2008,215000.0,110000,4,1,1,5
2373,2007,600000.0,260000,1,1,1,7
1359,2011,114999.0,10000,4,1,1,3
2048,2012,75000.0,12000,4,1,1,3
109,2011,120000.0,60000,4,1,1,3
1906,2016,250000.0,41000,4,1,1,3
1525,2018,200000.0,25000,4,1,1,3
466,2018,560000.0,50000,1,1,1,3
1511,2018,575000.0,10000,4,1,1,3
1075,2017,620000.0,40000,1,1,1,3
1207,2012,525000.0,120000,1,1,1,3
1610,2017,635000.0,40000,1,1,1,3
1320,2001,39000.0,42108,4,1,1,3
383,2017,550000.0,70000,1,1,1,5
1538,2009,145000.0,150000,1,1,1,7
2105,2007,130000.0,100000,1,1,1,7
1482,2017,825000.0,79000,1,0,1,3
2336,2015,1650000.0,91000,1,0,0,5
1679,2018,875000.0,50000,1,0,1,3
1439,2016,650000.0,81000,1,0,1,5
998,2014,2000000.0,51000,1,1,0,3
67,2018,2850000.0,27000,1,0,0,3
29,2018,2800000.0,26000,1,0,0,3
56,2018,3900000.0,17100,1,0,0,3
143,2013,246000.0,56000,1,0,1,3
1002,2019,1450000.0,22000,4,0,0,3
490,2017,850000.0,30000,4,0,0,3
2478,2015,560000.0,43001,1,0,1,3
1473,2015,575000.0,60000,1,0,1,3
1399,2019,470000.0,9000,4,0,0,3
2089,2014,221000.0,65000,1,0,1,3
316,2013,700000.0,62000,1,0,1,3
2497,2016,1950000.0,48000,1,0,0,3
640,2015,875000.0,72000,1,0,0,3
851,2017,850000.0,35000,1,1,1,7
1875,2013,550000.0,100600,1,1,1,7
1610,2013,480000.0,105000,1,1,1,7
1172,2017,1050000.0,90000,1,1,1,3
1053,2016,631000.0,92385,1,1,1,3
2152,2015,165000.0,25000,4,1,1,3
1540,2010,320000.0,60000,4,1,1,5
1544,2012,360000.0,100000,4,1,1,5
785,2004,130000.0,100000,4,1,0,5
682,2006,175000.0,25000,4,1,1,7
942,2016,725000.0,120000,1,1,1,3
241,2014,280000.0,185000,1,1,1,7
2463,2011,325000.0,134000,1,1,1,5
722,2018,500000.0,120000,4,1,1,3
1277,2014,825000.0,165000,1,1,1,5
1534,2016,350000.0,120000,1,1,1,7
934,2011,470000.0,89000,1,1,1,3
1140,2009,125000.0,120000,1,1,1,7
681,2006,140000.0,120000,4,1,0,3
481,2013,484999.0,50000,1,1,1,3
1334,2018,308000.0,15000,4,1,1,3
722,2019,570000.0,13000,4,1,1,3
2334,2010,900000.0,240000,1,1,1,3
1007,2017,1800000.0,45000,1,1,1,3
1092,2005,400000.0,30000,1,1,1,5
1593,2018,680000.0,28000,4,1,0,3
1620,2017,700000.0,70000,1,1,1,3
665,2014,280000.0,90000,4,1,1,3
2058,2010,125000.0,120000,1,1,1,5
333,2009,130000.0,100000,1,1,1,7
2375,2015,1050000.0,120000,1,1,1,3
2488,2013,400000.0,120000,1,1,1,5
1277,2014,850000.0,120000,1,1,1,3
967,2014,475000.0,83000,1,1,1,5
424,2003,150000.0,40000,4,1,1,7
2331,2018,2900000.0,46000,1,1,1,3
2375,2015,1100000.0,137000,1,1,1,3
1334,2017,285000.0,25000,4,1,1,5
713,2018,650000.0,50000,1,1,1,3
1327,2012,275000.0,60000,4,1,1,3
1308,2000,60000.0,100000,4,1,1,5
1123,2011,229999.0,105000,1,1,1,5
1350,2015,300000.0,20000,4,1,1,3
1472,2016,940000.0,50000,1,1,1,3
1437,2015,600000.0,120000,1,1,1,5
1370,2017,800000.0,70000,1,1,1,3
1841,2017,580000.0,90000,1,1,1,5
2248,2018,450000.0,75000,4,1,1,3
135,2011,290000.0,82500,1,1,1,5
481,2014,530000.0,110000,1,1,1,3
845,2019,960000.0,20000,1,1,1,3
522,2009,290000.0,110000,4,1,1,7
1806,2008,160000.0,100000,1,1,1,3
1404,2017,400000.0,52000,4,1,1,3
1675,2017,700000.0,90000,1,1,1,3
2488,2012,361000.0,90000,1,1,1,3
980,2013,390000.0,53000,1,1,1,5
2057,2012,200000.0,180000,1,1,1,3
980,2013,390000.0,53000,1,1,1,5
1642,2013,500000.0,53000,1,1,1,3
2188,2015,503000.0,110000,1,1,1,3
1684,2017,775000.0,32000,1,0,1,3
1676,2018,750000.0,5000,1,1,1,3
926,2018,570000.0,25000,4,1,1,3
591,2016,484999.0,30000,4,1,1,3
487,2017,700000.0,43000,4,0,1,3
855,2012,415000.0,60000,4,0,1,3
275,2014,484999.0,54000,1,0,1,3
1560,2016,675000.0,52000,1,1,1,3
292,2015,680000.0,50000,4,1,1,3
1334,2013,235000.0,52000,4,0,1,3
1272,2018,1700000.0,15000,1,1,1,3
1260,2015,1200000.0,50000,1,1,0,5
547,2014,630000.0,56000,1,1,1,5
385,2018,640000.0,82000,1,1,1,3
888,2014,355000.0,121000,4,0,1,3
1208,2012,560000.0,101903,1,1,1,5
1608,2018,580000.0,120000,1,1,1,3
392,2010,185000.0,85568,1,0,1,3
1388,2019,660000.0,10000,4,1,0,3
658,2014,220000.0,10000,4,1,1,3
781,2007,150000.0,60000,4,1,1,4
1634,2019,509999.0,10000,4,1,1,3
1054,2014,515000.0,60000,1,1,1,3
1760,2014,1250000.0,42000,4,1,0,3
127,2014,350000.0,50000,1,1,1,4
1354,2018,375000.0,11500,4,1,1,3
637,2019,950000.0,15000,1,1,1,3
1620,2015,615000.0,32000,1,1,1,3
1634,2011,275000.0,50000,4,1,1,3
77,2020,7200000.0,5000,1,1,0,3
1450,2017,400000.0,10000,4,1,1,3
1548,2019,930000.0,15000,1,1,1,3
1613,2012,310000.0,100000,4,1,1,3
2308,2012,320000.0,120000,1,1,1,3
2391,2016,1670000.0,25000,1,1,1,5
1600,2013,356000.0,70000,1,1,1,5
538,2013,500000.0,32000,4,1,1,3
2228,2018,409999.0,35000,4,1,1,5
1681,2019,980000.0,50000,1,1,1,3
1059,2005,150000.0,100000,1,1,1,5
605,2019,750000.0,3100,4,1,0,3
1995,2013,500000.0,60000,4,1,0,3
1642,2013,355000.0,170000,1,1,1,3
2059,2011,200000.0,50000,1,1,1,5
2356,2008,370000.0,120000,1,1,1,5
891,2015,450000.0,20000,4,1,1,3
742,2015,486000.0,10000,4,1,1,3
1555,2011,242000.0,120000,1,1,1,3
717,2018,580000.0,25000,4,1,1,3
285,2014,500000.0,130000,1,1,1,5
2404,2004,170000.0,120000,4,1,1,5
1241,2016,710000.0,60000,1,1,1,3
1936,2012,220000.0,70000,1,1,1,7
1583,2020,654000.0,1000,4,1,0,3
1973,2019,835000.0,10000,4,1,0,3
347,2010,250000.0,47000,4,1,1,3
1651,2019,600000.0,18000,4,1,1,3
1613,2016,459999.0,60000,4,1,1,3
1889,2018,275000.0,20000,4,1,1,3
363,2017,408000.0,60000,4,1,1,3
1275,2018,1200000.0,25000,1,1,1,3
889,2014,375000.0,52000,4,1,1,3
1362,2006,94500.0,44000,4,1,1,3
2470,2011,300000.0,17000,4,1,1,3
516,2009,350000.0,35000,4,1,1,3
2334,2011,975000.0,120000,1,1,1,7
966,2015,600000.0,100000,4,1,1,3
2355,2014,700000.0,300000,1,1,1,5
1077,2017,640000.0,90000,1,1,1,3
643,2017,1110000.0,186000,1,1,1,3
1473,2014,570000.0,79000,1,1,1,5
2347,2010,451999.0,120000,1,1,1,3
1904,2016,240000.0,59300,4,1,1,3
2263,2015,350000.0,60000,1,1,1,3
2494,2012,360000.0,60000,4,1,1,7
399,2010,250000.0,80000,4,1,1,5
1651,2019,550000.0,11500,4,1,1,3
672,2012,180000.0,56000,4,1,1,3
592,2016,425000.0,68000,1,1,1,3
2228,2019,409999.0,25000,4,1,1,3
2228,2018,438999.0,25000,4,1,1,3
1821,2014,225000.0,100000,4,1,1,3
1074,2017,580000.0,95000,1,1,1,3
1617,2008,200000.0,100000,4,1,1,3
774,2006,75000.0,90000,4,1,1,5
225,2013,250000.0,47000,1,1,1,3
1534,2011,170000.0,175000,1,1,1,5
1591,2010,300000.0,60000,4,1,1,5
1059,2005,160000.0,300000,1,1,1,7
1610,2014,409999.0,150000,1,1,1,7
931,2012,350000.0,110000,1,1,1,7
1902,2019,310000.0,25000,4,1,1,3
1362,2010,135000.0,95000,4,1,1,7
1538,2010,220000.0,100000,1,1,1,3
722,2017,570000.0,20000,4,1,1,3
1610,2014,500000.0,84000,1,1,1,3
942,2016,875000.0,40000,1,1,1,3
2079,2011,210000.0,100000,1,1,1,3
2079,2011,210000.0,120000,1,1,1,3
783,2010,200000.0,80000,3,1,1,5
1359,2011,175000.0,175000,4,1,1,5
921,2017,700000.0,30000,4,1,1,3
921,2017,700000.0,30000,4,1,1,3
719,2019,550000.0,28000,4,1,0,3
963,2009,210000.0,89322,4,1,1,5
105,2013,175000.0,76000,1,1,1,3
1362,2012,180000.0,70000,4,1,1,5
1360,2007,118000.0,110000,4,1,1,5
844,2007,170000.0,120000,1,1,1,5
1737,2009,120000.0,110000,4,1,1,5
1664,2018,700000.0,60000,1,1,1,3
1692,2007,80000.0,63000,4,1,0,7
1600,2016,425000.0,120000,1,1,1,7
945,2017,625000.0,23511,4,1,1,3
926,2017,640000.0,22512,4,1,1,3
910,2010,180000.0,120000,4,1,1,3
1538,2009,155000.0,120000,1,1,1,3
1699,2007,85000.0,100000,4,1,1,7
910,2011,250000.0,70000,4,1,1,3
838,2017,1000000.0,15000,4,1,0,3
189,2016,350000.0,16500,4,1,1,3
1620,2018,740000.0,50000,1,1,1,3
211,2018,300000.0,19000,4,1,1,3
2421,2017,550000.0,50000,1,1,1,3
1050,2017,710000.0,70000,1,1,1,3
1050,2017,700000.0,70000,1,1,1,3
1049,2016,550000.0,120000,1,1,1,3
914,2015,375000.0,60000,3,1,1,3
2186,2015,600000.0,60000,1,1,1,3
1642,2013,380000.0,76000,1,1,1,5
1538,2012,300000.0,70000,1,1,1,3
1314,1998,45000.0,80000,4,1,1,4
2364,2010,450000.0,210000,1,1,1,5
1926,2019,650000.0,5000,4,1,1,3
1707,2011,200000.0,70000,3,1,1,3
1642,2013,350000.0,85000,1,1,1,3
1680,2018,911999.0,25000,1,1,0,3
1614,2018,650000.0,15000,4,1,1,3
1617,2012,350000.0,30000,4,1,1,3
1525,2016,190000.0,80000,4,1,1,5
851,2019,1200000.0,40000,1,1,1,3
1042,2013,305000.0,160000,1,1,1,3
642,2015,850000.0,108000,1,1,1,3
2438,2011,350000.0,120000,1,1,1,5
781,2010,180000.0,55000,4,1,1,4
2170,2008,200000.0,110000,1,1,1,3
2308,2011,375000.0,80000,1,1,1,3
496,2012,229999.0,110000,4,1,1,3
1715,2006,135000.0,62900,4,1,1,3
2441,2011,425000.0,120000,1,1,1,5
1266,2016,1350000.0,70000,1,1,1,3
322,2009,480000.0,70000,1,1,1,7
1600,2017,455000.0,60000,1,1,1,3
1727,2015,320000.0,60000,4,1,1,3
699,2019,693000.0,4000,4,1,1,3
1681,2017,830000.0,35000,1,1,1,3
554,2017,1100000.0,26000,4,1,0,3
2266,2016,325000.0,50000,1,1,1,3
672,2014,215000.0,50000,4,1,1,3
1651,2018,560000.0,25000,4,1,1,3
1397,2017,400000.0,30000,4,1,0,5
995,2017,2625000.0,9000,1,0,0,3
1028,2019,5150000.0,20000,4,0,0,3
996,2017,3200000.0,45000,1,0,0,3
2188,2015,503000.0,110000,1,1,1,3
2502,2019,3800000.0,20000,1,1,0,3
2273,2016,2000000.0,68089,4,2,0,3
1700,2013,225000.0,58343,4,2,1,3
1370,2018,740000.0,38817,1,0,1,3
604,2016,550000.0,56494,4,2,1,3
2375,2013,750000.0,79328,1,2,1,5
1582,2019,650000.0,5621,4,2,0,3
2325,2017,625000.0,25538,4,2,1,3
1585,2018,600000.0,69779,4,0,0,3
715,2017,450000.0,56290,1,0,1,3
73,2019,5500000.0,8500,1,0,0,3
474,2019,779000.0,7032,4,2,0,3
1974,2016,645000.0,11000,4,0,0,3
2500,2018,2475000.0,2000,1,0,0,3
274,2017,725000.0,45000,1,1,1,3
1700,2013,225000.0,58343,4,2,1,3
1370,2018,740000.0,38817,1,0,1,3
1582,2019,650000.0,5621,4,2,0,3
1585,2018,600000.0,69779,4,0,0,3
715,2017,450000.0,56290,1,0,1,3
495,2014,325000.0,52442,4,2,1,5
905,2013,229999.0,39000,4,0,1,3
1795,2007,400000.0,42000,4,0,0,3
2452,2015,449000.0,34156,4,0,1,3
722,2017,455000.0,34152,4,0,1,3
16,2015,1750000.0,37000,1,0,0,3
2399,2017,1390000.0,98000,1,0,0,3
652,2019,1150000.0,31000,4,0,1,3
924,2018,650000.0,62841,4,2,1,3
642,2016,950000.0,38600,1,0,1,3
1596,2018,698000.0,27654,1,0,0,3
642,2017,975000.0,48698,1,0,1,3
1718,2018,445000.0,32995,4,0,0,3
2264,2018,539000.0,60000,1,1,1,3
1207,2011,550000.0,260000,1,1,1,4
1870,2015,550000.0,130000,1,1,1,5
2463,2011,330000.0,120000,1,1,1,3
665,2014,220000.0,80000,4,1,1,7
1544,2013,415000.0,60000,4,1,1,5
1360,2007,150000.0,75000,4,1,1,3
710,2005,150000.0,89000,4,1,1,5
852,2007,240000.0,110000,1,1,1,3
1360,2009,170000.0,90000,4,1,1,5
1439,2015,550000.0,40000,1,1,1,7
1829,2017,500000.0,26000,4,1,0,3
1286,2011,180000.0,120000,1,1,1,5
1116,2017,360000.0,29000,4,1,1,3
1613,2014,400000.0,120000,4,1,1,3
625,2009,120000.0,70000,4,1,1,5
1684,2016,765000.0,100000,1,1,1,5
1684,2016,919999.0,90150,1,1,1,3
2403,2018,730000.0,90000,1,1,1,3
2264,2016,320000.0,120000,1,1,1,3
469,2015,455000.0,90000,1,1,1,5
209,2015,350000.0,50000,4,1,1,3
1229,2016,509999.0,110000,1,1,1,3
2105,2011,175000.0,85700,1,1,1,5
1039,2013,325000.0,178000,1,1,1,3
912,2014,300000.0,30000,4,1,1,5
543,2015,500000.0,100000,1,1,1,3
1375,2016,562000.0,25339,4,1,1,3
2268,2017,484999.0,35000,1,1,1,3
912,2013,280000.0,35000,4,1,1,5
1473,2015,571000.0,68000,1,1,1,5
1651,2013,400000.0,40000,4,1,1,3
2089,2015,295000.0,120000,1,1,1,5
1066,2006,210000.0,120000,1,1,1,3
396,2011,250000.0,25000,4,1,1,3
1048,2015,610000.0,40000,1,1,1,5
2074,2012,175000.0,60000,1,1,1,3
394,2011,204999.0,70000,1,1,1,5
1281,2013,750000.0,80000,1,1,1,5
961,2016,651000.0,42323,1,0,1,3
70,2011,1075000.0,42545,1,0,0,3
1546,2016,690000.0,32000,1,0,1,3
1611,2017,589000.0,41232,1,0,1,3
1057,2015,445000.0,40200,1,0,1,3
451,2014,465000.0,27233,1,0,1,3
2130,2011,225000.0,35000,4,1,1,3
2197,2016,445000.0,63000,1,0,1,3
1057,2015,445000.0,62000,1,0,1,3
2156,2012,450000.0,68240,1,0,1,3
1643,2017,525000.0,38000,1,0,1,5
1715,2010,200000.0,35000,4,0,1,3
635,2016,825000.0,39000,1,0,1,3
302,2015,599000.0,92651,1,0,1,3
1637,2018,490000.0,28000,4,0,1,3
2269,2020,500000.0,40000,4,1,1,3
1266,2017,1100000.0,88754,1,0,1,3
260,2019,675000.0,7000,4,1,1,3
1284,2018,1350000.0,40000,1,1,1,3
723,2018,570000.0,20000,4,1,1,3
713,2017,455000.0,50000,1,1,1,3
665,2013,165000.0,45000,4,1,1,5
561,2016,925000.0,22000,4,1,1,3
2097,2014,215000.0,100000,1,1,1,5
1657,2016,470000.0,23700,4,1,1,3
1656,2016,470000.0,23700,4,1,1,3
1439,2017,650000.0,60000,1,1,1,3
1861,2017,900000.0,50000,1,1,1,3
346,2011,325000.0,53287,4,0,1,3
352,2009,190000.0,100000,1,1,1,5
957,2017,715000.0,60000,1,1,1,3
2098,2013,227999.0,60000,1,1,1,5
2010,2017,450000.0,50000,1,1,1,3
105,2015,200000.0,40000,1,1,1,3
1703,2017,400000.0,110000,0,1,1,3
1470,2016,725000.0,110000,1,1,1,3
394,2014,300000.0,80000,1,1,1,3
2367,2016,1151000.0,69500,1,1,1,5
207,2014,225000.0,33000,4,1,1,3
692,2019,630000.0,5000,4,1,1,3
910,2014,351000.0,25000,4,1,1,3
1935,2012,199000.0,50000,1,1,1,5
2018,2017,850000.0,50000,1,1,1,3
2081,2010,105000.0,120000,1,1,1,5
2122,2010,300000.0,120000,1,1,1,7
1229,2015,430000.0,110000,1,1,1,5
320,2016,2100000.0,80000,1,1,0,3
715,2018,540000.0,30000,1,1,1,3
777,2012,175000.0,60000,3,1,1,5
640,2018,1150000.0,44000,1,1,0,3
1334,2020,350000.0,5000,4,1,1,3
695,2019,690000.0,18000,4,1,1,3
967,2015,535000.0,80000,1,1,1,3
1681,2016,730000.0,100000,1,1,1,3
1585,2019,650000.0,33000,4,1,0,3
2369,2012,520000.0,162000,1,1,1,4
893,2020,360000.0,65000,4,1,1,5
1619,2011,250000.0,170000,1,1,1,3
2428,2017,575000.0,40000,1,1,1,3
2088,2012,170000.0,120000,1,1,1,7
1675,2017,711000.0,53000,1,1,1,3
1723,2013,250000.0,90000,4,1,1,3
1611,2017,675000.0,35000,1,1,1,3
1721,2016,325000.0,50000,4,1,1,3
1334,2016,250000.0,20000,4,1,1,3
1584,2019,740000.0,38000,1,1,0,3
36,2018,3975000.0,31800,1,0,0,3
1028,2019,5150000.0,20000,4,0,0,3
996,2017,3200000.0,45000,1,0,0,3
1013,2017,4100000.0,17000,4,1,0,3
1023,2019,4500000.0,21000,1,0,0,3
56,2018,3790000.0,29500,1,0,0,3
511,2017,1750000.0,73000,4,0,0,3
1997,2018,1864999.0,50000,4,0,0,3
1413,2017,800000.0,28050,1,0,1,3
511,2017,1825000.0,58000,4,0,0,3
1879,2014,425000.0,69000,1,0,1,3
1781,2016,4090000.0,70000,1,0,0,3
650,2015,910000.0,40000,1,0,0,3
2281,2013,625000.0,39000,4,0,0,3
2503,2018,3400000.0,22000,1,0,0,3
1437,2015,535000.0,40000,1,0,1,3
1050,2011,325000.0,142000,1,1,1,3
1656,2016,500000.0,22947,4,1,1,3
912,2013,300000.0,30000,4,1,1,5
662,2016,270000.0,7672,4,1,1,3
1362,2010,160000.0,36659,4,1,1,3
1525,2016,210000.0,60000,4,1,1,3
1273,2014,850000.0,120000,1,1,1,3
1273,2014,880000.0,120000,1,1,1,3
1745,2010,150000.0,39000,4,1,1,3
1230,2015,775000.0,45000,1,1,0,3
1362,2009,160000.0,70000,4,1,1,7
391,2012,220000.0,100000,1,1,1,5
930,2017,670000.0,48000,1,1,1,3
938,2018,780000.0,35000,1,1,1,3
1382,2017,515000.0,23000,4,1,1,3
940,2017,800000.0,14000,1,1,1,3
940,2017,800000.0,14000,1,1,1,3
1281,2014,850000.0,60000,1,1,1,3
665,2013,200000.0,60000,4,1,1,5
1939,2008,140000.0,150000,1,1,1,7
838,2016,800000.0,80000,4,1,0,5
1348,2013,250000.0,35000,4,1,1,3
1548,2017,800000.0,44500,1,1,1,3
1438,2015,600000.0,60000,1,1,1,7
1887,2012,250000.0,120000,1,1,1,7
468,2016,500000.0,80000,1,1,1,5
1504,2019,750000.0,9900,4,1,1,3
1665,2014,650000.0,68000,1,1,1,3
2318,2012,350000.0,40000,4,1,1,7
489,2016,950000.0,60000,1,1,1,3
176,2015,580000.0,110000,1,1,1,5
723,2019,640000.0,10000,4,1,1,3
1210,2014,800000.0,80000,1,1,0,3
1327,2011,347000.0,30000,4,1,1,3
1281,2014,1000000.0,120000,1,1,1,7
674,2016,300000.0,35000,4,1,1,3
2249,2017,493000.0,40000,4,1,1,3
735,2014,370000.0,60000,4,1,1,3
1622,2008,250000.0,90000,1,1,1,4
212,2017,300000.0,20000,4,1,1,3
1896,2017,450000.0,40000,4,1,0,3
394,2010,185000.0,124316,1,0,1,5
1257,2019,1225000.0,6544,1,1,1,3
2367,2015,1000000.0,50000,1,1,1,3
1280,2018,1100000.0,50000,1,1,1,3
741,2015,360000.0,30000,4,1,1,5
1617,2012,285000.0,69000,4,1,1,3
1112,2016,350000.0,49600,1,1,1,5
901,2008,130000.0,30000,4,1,1,5
124,2016,500000.0,198000,1,1,1,3
1377,2019,685000.0,19000,4,1,0,3
1454,2020,399000.0,5000,0,1,1,3
720,2017,525000.0,10000,4,1,1,3
1461,2017,765000.0,40000,4,1,1,3
1642,2012,450000.0,97000,1,1,1,7
1822,2014,390000.0,30000,4,1,1,3
1472,2017,940000.0,120000,1,1,1,3
1866,2013,650000.0,120000,1,1,1,5
394,2012,320000.0,103994,1,1,1,4
2279,2003,145000.0,70000,4,1,1,5
382,2017,670000.0,70000,1,1,1,3
1567,2011,350000.0,115000,1,1,1,4
2074,2012,285000.0,178000,1,1,1,5
1741,2011,300000.0,40000,4,1,1,7
391,2011,300000.0,80000,1,1,1,3
38,2009,810000.0,98000,1,1,0,4
2040,2009,90000.0,118000,1,1,1,5
1359,2004,100000.0,100000,4,1,1,5
2031,2009,90000.0,120000,1,1,1,5
1169,2013,459999.0,120000,1,1,1,5
2358,2009,525000.0,217000,1,1,1,4
1691,2011,250000.0,65000,4,1,1,5
898,2012,300000.0,41000,4,1,1,5
1669,2005,130000.0,120000,4,1,1,5
1351,2011,199000.0,70000,4,1,1,7
1875,2012,545000.0,90000,1,1,1,5
1481,2014,570000.0,80000,1,1,1,5
532,2006,150000.0,120000,4,1,1,5
1365,2009,114999.0,100000,4,1,1,3
2248,2018,450000.0,35000,4,1,1,3
1924,2019,600000.0,5000,4,1,1,3
1678,2016,610000.0,110000,1,1,1,3
921,2017,690000.0,20000,4,1,1,3
2175,2018,790000.0,15000,4,1,1,3
1348,2014,254999.0,40000,4,1,1,5
590,2016,500000.0,41000,4,1,1,3
1080,2011,340000.0,100000,1,1,1,5
1080,2007,245000.0,110000,1,1,1,7
350,2012,340000.0,120000,1,1,1,7
1700,2008,221000.0,35008,4,0,1,3
217,2017,270000.0,31100,4,0,1,3
875,2014,455000.0,42312,1,0,1,3
2307,2011,300000.0,72000,4,0,1,3
2314,2014,480000.0,54891,1,0,1,3
848,2018,1000000.0,30000,1,1,0,3
46,2017,2600000.0,44000,1,0,0,3
2400,2017,1850000.0,18890,1,0,0,3
1907,2013,1000000.0,75010,1,0,0,3
1919,2012,245000.0,100000,1,0,1,3
736,2019,625000.0,4337,4,0,0,3
2458,2018,560000.0,14495,4,0,1,3
1285,2018,1475000.0,24000,1,0,1,3
2289,2010,425000.0,83585,1,0,1,3
2467,2014,550000.0,31000,4,0,0,5
2388,2016,1475000.0,100000,1,0,1,3
1872,2017,750000.0,48406,1,0,1,3
975,2016,570000.0,56239,1,0,1,3
1375,2015,585000.0,33243,4,0,1,3
585,2016,600000.0,26000,4,0,0,3
2308,2012,415000.0,90000,1,1,1,3
969,2016,540000.0,38000,4,1,1,3
665,2013,180000.0,60000,4,1,1,3
1613,2014,450000.0,30000,4,1,1,3
109,2015,200000.0,50000,4,1,1,3
2230,2017,425000.0,42000,4,1,1,3
420,2005,150000.0,15858,4,1,1,3
1334,2017,310000.0,15000,4,1,1,3
180,2014,500000.0,50000,1,1,1,3
103,2013,200000.0,60000,1,1,1,5
1909,2018,900000.0,35000,1,1,1,3
2,2000,75000.0,90000,1,1,1,5
1636,2015,400000.0,50000,4,1,1,3
609,2015,650000.0,110000,1,1,1,3
1642,2015,480000.0,87847,1,0,1,3
1362,2009,140000.0,35000,4,1,1,3
1652,2018,550000.0,5000,4,1,1,3
1686,2017,380000.0,29000,4,1,0,3
1614,2018,630000.0,15000,4,1,1,3
1902,2017,250000.0,40000,4,1,1,3
1359,2009,120000.0,17000,4,1,1,3
2129,2012,287000.0,120000,1,1,1,3
1375,2016,550000.0,45000,4,1,1,3
1146,2016,950000.0,60000,1,1,1,7
2016,2019,1630000.0,25000,1,1,1,3
343,2015,501000.0,80000,1,1,1,5
1054,2014,550000.0,70000,1,1,1,3
1334,2016,300000.0,25000,4,1,1,3
1721,2015,300000.0,50000,4,1,1,7
2319,2012,280000.0,100000,1,1,1,5
374,2015,416000.0,40000,4,1,0,3
1525,2018,260000.0,30000,4,1,1,3
141,2016,550000.0,15000,4,1,1,3
1281,2012,700000.0,100000,1,1,1,5
2095,2011,181000.0,70000,4,1,1,3
1203,2009,365000.0,110000,1,1,0,5
798,2006,150000.0,9558,4,1,1,3
1356,2017,400000.0,10000,4,1,0,3
912,2010,210000.0,110000,4,1,1,3
829,2013,500000.0,87000,1,1,1,5
995,2017,2711000.0,9000,1,0,0,3
1028,2019,5150000.0,20000,4,0,0,3
996,2017,3200000.0,45000,1,0,0,3
